cartodb_id,fid_fsnau_,code,lhz_2015,lhzcd_2015,fid_sm_dis,reg_name,reg_code,reg_alt,dist_name,dis_code,dist_alt,note,area,dist_2_nam,gu_12
222,38,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,66,Gedo,26,,Luuq,2606,"Luuk, Luq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8273.9717628,Luuq,3
73,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,0,Banadir,22,Banaadir,Banadir,22,,"Xamar Weyne(01), Hodan(02), Wardhiigleey(03), Boondheere(04), Xamar Jabjab(05), Waaberi(06), Wadajir(07), Kaaraan(08), Yaaqshiid(09), Shibis(10), Cabdulcasiis(11), Hawl Wadaag(12), Shangaani(13), Heliwaa(14), Dharkenley(15), Dayniile(16)",236.315432204,Banadir,
92,12,09,Addun Pastoral,09: Addun Pastoral,36,Galgaduud,19,Galgadud,Ceel Buur,1904,"El Bur, Ceel Bur",,13358.1155731,Ceel Buur,3
74,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,20,Bari,16,,Bandarbeyla,1602,"Bandar Beyla, Bander-beyla, Benderbela",,11384.3263372,Bandarbeyla,3
75,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,22,Bari,16,,Iskushuban,1604,,,18529.1220186,Iskushuban,3
76,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,24,Bari,16,,Qardho,1606,Gardo,,18730.9216739,Qardho,3
90,12,09,Addun Pastoral,09: Addun Pastoral,33,Galgaduud,19,Galgadud,Dhuusamarreeb,1901,"Dhusa Marreeb, Dhuusamareeb, Dhusa Mareeb",,12693.300429,Dhuusamarreeb,3
91,12,09,Addun Pastoral,09: Addun Pastoral,35,Galgaduud,19,Galgadud,Cadaado,1903,"Cadado, Adado",,6417.51737029,Cadaado,3
94,13,10,Cowpea Belt,10: Cowpea Belt,32,Mudug,18,,Xarardheere,1805,"Hararheere, Harardhere",,5128.76109359,Xarardheere,3
95,13,10,Cowpea Belt,10: Cowpea Belt,33,Galgaduud,19,Galgadud,Dhuusamarreeb,1901,"Dhusa Marreeb, Dhuusamareeb, Dhusa Mareeb",,12693.300429,Dhuusamarreeb,3
77,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,27,Nugaal,17,Nugal,Eyl,1703,,"Nugaal region now includes Dan Gorayo district (1704), but no boundary exists as yet for this district",9365.85225051,Eyl,3
78,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,30,Mudug,18,,Hobyo,1803,,,25541.6831828,Hobyo,3
79,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,31,Mudug,18,,Jariiban,1804,,,10975.8617279,Jariiban,3
80,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,32,Mudug,18,,Xarardheere,1805,"Hararheere, Harardhere",,5128.76109359,Xarardheere,3
81,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,37,Galgaduud,19,Galgadud,Ceel Dheer,1905,"El Dere, El Der",,10361.1947138,Ceel Dheer,3
82,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,42,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Adan Yabaal,2102,"Aden Yabal, Aadan","Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",3978.35974387,Adan Yabaal,3
213,37,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,45,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Marka,2301,Merka,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",1065.13081049,Marka,2
83,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,43,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Balcad,2103,Balad,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4229.44106984,Balcad,3
84,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,44,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Cadale,2104,Adale,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",5820.03151306,Cadale,3
85,11,08,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,46,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Afgooye,2302,Afgoi,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3952.8826525,Afgooye,2
86,12,09,Addun Pastoral,09: Addun Pastoral,27,Nugaal,17,Nugal,Eyl,1703,,"Nugaal region now includes Dan Gorayo district (1704), but no boundary exists as yet for this district",9365.85225051,Eyl,3
87,12,09,Addun Pastoral,09: Addun Pastoral,28,Mudug,18,,Gaalkacyo,1801,"Galkacyo, Gaalkacayo, Galkayo",,15200.7931242,Gaalkacyo,3
88,12,09,Addun Pastoral,09: Addun Pastoral,30,Mudug,18,,Hobyo,1803,,,25541.6831828,Hobyo,3
89,12,09,Addun Pastoral,09: Addun Pastoral,31,Mudug,18,,Jariiban,1804,,,10975.8617279,Jariiban,3
96,13,10,Cowpea Belt,10: Cowpea Belt,36,Galgaduud,19,Galgadud,Ceel Buur,1904,"El Bur, Ceel Bur",,13358.1155731,Ceel Buur,3
97,13,10,Cowpea Belt,10: Cowpea Belt,37,Galgaduud,19,Galgadud,Ceel Dheer,1905,"El Dere, El Der",,10361.1947138,Ceel Dheer,3
98,13,10,Cowpea Belt,10: Cowpea Belt,39,Hiraan,20,Hiiraan,Bulo Burto,2002,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti","Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",16042.8563223,Bulo Burto,2
99,13,10,Cowpea Belt,10: Cowpea Belt,40,Hiraan,20,Hiiraan,Jalalaqsi,2003,,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",3121.57617262,Jalalaqsi,2
100,13,10,Cowpea Belt,10: Cowpea Belt,41,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Jowhar,2101,Jawhar,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4633.74952726,Jowhar,2
101,13,10,Cowpea Belt,10: Cowpea Belt,42,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Adan Yabaal,2102,"Aden Yabal, Aadan","Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",3978.35974387,Adan Yabaal,2
102,13,10,Cowpea Belt,10: Cowpea Belt,43,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Balcad,2103,Balad,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4229.44106984,Balcad,2
103,13,10,Cowpea Belt,10: Cowpea Belt,44,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Cadale,2104,Adale,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",5820.03151306,Cadale,2
104,14,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",72,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Badhaadhe,2803,Badhadhe,,9648.30172684,Badhaadhe,3
190,34,14,Riverine gravity irrigation,14: Riverine gravity irrigation,68,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Jilib,2702,,,5249.06866019,Jilib,2
105,15,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,2
107,17,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,2
108,18,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,2
109,19,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,2
110,20,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,3
111,21,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",61,Gedo,26,,Garbahaarey,2601,"Garbahaaray, Garbaharey","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8329.40687525,Garbahaarey,2
112,21,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",66,Gedo,26,,Luuq,2606,"Luuk, Luq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8273.9717628,Luuq,2
113,22,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",61,Gedo,26,,Garbahaarey,2601,"Garbahaaray, Garbaharey","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8329.40687525,Garbahaarey,2
114,22,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",62,Gedo,26,,Baardheere,2602,"Baar-dheere, Bardera","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",15355.468659,Baardheere,2
139,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",68,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Jilib,2702,,,5249.06866019,Jilib,2
115,22,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",63,Gedo,26,,Belet Xaawo,2603,Belet Xaawa,"Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",3889.86926153,Belet Xaawo,2
116,22,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",64,Gedo,26,,Ceel Waaq,2604,"Ceel Waq, El Wak, El Waq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",7850.27188471,Ceel Waaq,2
117,22,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",65,Gedo,26,,Doolow,2605,"Dolow, Dolo","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",1631.87781461,Doolow,2
118,22,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",66,Gedo,26,,Luuq,2606,"Luuk, Luq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8273.9717628,Luuq,2
120,22,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,2
128,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",49,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Qoryooley,2305,Qoryoley,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3211.1961645,Qoryooley,2
129,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",50,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Sablaale,2306,Sablale,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",5992.4764392,Sablaale,2
121,22,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",71,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Afmadow,2802,,,26880.7483834,Afmadow,2
122,22,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",72,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Badhaadhe,2803,Badhadhe,,9648.30172684,Badhaadhe,2
123,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",38,Hiraan,20,Hiiraan,Belet Weyne,2001,Beled Weyne,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",14866.4028164,Belet Weyne,2
124,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",39,Hiraan,20,Hiiraan,Bulo Burto,2002,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti","Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",16042.8563223,Bulo Burto,2
125,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",40,Hiraan,20,Hiiraan,Jalalaqsi,2003,,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",3121.57617262,Jalalaqsi,2
126,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",41,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Jowhar,2101,Jawhar,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4633.74952726,Jowhar,2
127,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",48,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Kurtunwaarey,2304,Kuntuwaaray,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",2544.53672574,Kurtunwaarey,2
130,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",51,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Wanla Weyn,2307,Wanla Weyne,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",5707.66598633,Wanla Weyn,2
131,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",53,Bay,24,,Buur Hakaba,2402,"Buur Xakaba, Bur Hacaba","Bay region now includes Bardaale district (2405), but no boundary exists as yet for this district",18017.4725076,Buur Hakaba,2
135,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",58,Bakool,25,,Tayeeglow,2503,"Tiyeeglow, Tayeglow, Tieglow",,6591.59150532,Tayeeglow,3
136,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",60,Bakool,25,,Rab Dhuure,2505,"Yeed, Biyole",,3309.76800586,Rab Dhuure,3
137,23,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",66,Gedo,26,,Luuq,2606,"Luuk, Luq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8273.9717628,Luuq,2
141,24,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",36,Galgaduud,19,Galgadud,Ceel Buur,1904,"El Bur, Ceel Bur",,13358.1155731,Ceel Buur,3
142,24,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",38,Hiraan,20,Hiiraan,Belet Weyne,2001,Beled Weyne,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",14866.4028164,Belet Weyne,2
143,24,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",39,Hiraan,20,Hiiraan,Bulo Burto,2002,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti","Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",16042.8563223,Bulo Burto,2
163,29,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",57,Bakool,25,,Ceel Barde,2502,El Barde,,7682.93655516,Ceel Barde,3
144,24,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",40,Hiraan,20,Hiiraan,Jalalaqsi,2003,,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",3121.57617262,Jalalaqsi,2
145,24,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",41,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Jowhar,2101,Jawhar,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4633.74952726,Jowhar,2
146,24,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",42,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Adan Yabaal,2102,"Aden Yabal, Aadan","Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",3978.35974387,Adan Yabaal,2
147,24,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",44,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Cadale,2104,Adale,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",5820.03151306,Cadale,2
193,34,14,Riverine gravity irrigation,14: Riverine gravity irrigation,73,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Jamaame,2804,Jamame,,2151.26291293,Jamaame,2
149,25,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",62,Gedo,26,,Baardheere,2602,"Baar-dheere, Bardera","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",15355.468659,Baardheere,3
151,25,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",69,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Saakow,2703,Sakow,,8061.89926992,Saakow,3
164,29,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",58,Bakool,25,,Tayeeglow,2503,"Tiyeeglow, Tayeglow, Tieglow",,6591.59150532,Tayeeglow,3
165,29,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",59,Bakool,25,,Waajid,2504,Wajid,,2803.44631824,Waajid,3
152,25,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",71,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Afmadow,2802,,,26880.7483834,Afmadow,3
153,27,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",61,Gedo,26,,Garbahaarey,2601,"Garbahaaray, Garbaharey","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8329.40687525,Garbahaarey,3
154,28,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",61,Gedo,26,,Garbahaarey,2601,"Garbahaaray, Garbaharey","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8329.40687525,Garbahaarey,3
155,28,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",63,Gedo,26,,Belet Xaawo,2603,Belet Xaawa,"Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",3889.86926153,Belet Xaawo,3
