cartodb_id,fid_fsnau_,code,lhz_2015,lhzcd_2015,fid_sm_dis,reg_name,reg_code,reg_alt,dist_name,dis_code,dist_alt,note,area,dist_2_nam,gu_12
156,28,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",65,Gedo,26,,Doolow,2605,"Dolow, Dolo","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",1631.87781461,Doolow,3
157,28,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",66,Gedo,26,,Luuq,2606,"Luuk, Luq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8273.9717628,Luuq,3
159,29,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",39,Hiraan,20,Hiiraan,Bulo Burto,2002,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti","Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",16042.8563223,Bulo Burto,3
161,29,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",55,Bay,24,,Qansax Dheere,2404,Qansah Dere,"Bay region now includes Bardaale district (2405), but no boundary exists as yet for this district",3268.60038171,Qansax Dheere,4
167,29,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",61,Gedo,26,,Garbahaarey,2601,"Garbahaaray, Garbaharey","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8329.40687525,Garbahaarey,3
168,29,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",65,Gedo,26,,Doolow,2605,"Dolow, Dolo","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",1631.87781461,Doolow,3
169,29,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",66,Gedo,26,,Luuq,2606,"Luuk, Luq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8273.9717628,Luuq,3
170,30,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",38,Hiraan,20,Hiiraan,Belet Weyne,2001,Beled Weyne,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",14866.4028164,Belet Weyne,3
171,30,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",39,Hiraan,20,Hiiraan,Bulo Burto,2002,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti","Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",16042.8563223,Bulo Burto,3
172,30,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",40,Hiraan,20,Hiiraan,Jalalaqsi,2003,,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",3121.57617262,Jalalaqsi,3
174,31,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",38,Hiraan,20,Hiiraan,Belet Weyne,2001,Beled Weyne,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",14866.4028164,Belet Weyne,3
183,32,13,Riverine Pump irrigation,13: Riverine Pump irrigation,67,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Bu'aale,2701,,,5494.49970777,Bu'aale,2
175,31,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",39,Hiraan,20,Hiiraan,Bulo Burto,2002,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti","Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",16042.8563223,Bulo Burto,3
176,31,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",40,Hiraan,20,Hiiraan,Jalalaqsi,2003,,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",3121.57617262,Jalalaqsi,3
177,31,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",41,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Jowhar,2101,Jawhar,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4633.74952726,Jowhar,2
178,32,13,Riverine Pump irrigation,13: Riverine Pump irrigation,55,Bay,24,,Qansax Dheere,2404,Qansah Dere,"Bay region now includes Bardaale district (2405), but no boundary exists as yet for this district",3268.60038171,Qansax Dheere,4
179,32,13,Riverine Pump irrigation,13: Riverine Pump irrigation,61,Gedo,26,,Garbahaarey,2601,"Garbahaaray, Garbaharey","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8329.40687525,Garbahaarey,2
192,34,14,Riverine gravity irrigation,14: Riverine gravity irrigation,71,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Afmadow,2802,,,26880.7483834,Afmadow,2
180,32,13,Riverine Pump irrigation,13: Riverine Pump irrigation,62,Gedo,26,,Baardheere,2602,"Baar-dheere, Bardera","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",15355.468659,Baardheere,2
181,32,13,Riverine Pump irrigation,13: Riverine Pump irrigation,65,Gedo,26,,Doolow,2605,"Dolow, Dolo","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",1631.87781461,Doolow,2
182,32,13,Riverine Pump irrigation,13: Riverine Pump irrigation,66,Gedo,26,,Luuq,2606,"Luuk, Luq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8273.9717628,Luuq,2
184,32,13,Riverine Pump irrigation,13: Riverine Pump irrigation,69,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Saakow,2703,Sakow,,8061.89926992,Saakow,2
186,33,13,Riverine Pump irrigation,13: Riverine Pump irrigation,38,Hiraan,20,Hiiraan,Belet Weyne,2001,Beled Weyne,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",14866.4028164,Belet Weyne,3
187,33,13,Riverine Pump irrigation,13: Riverine Pump irrigation,39,Hiraan,20,Hiiraan,Bulo Burto,2002,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti","Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",16042.8563223,Bulo Burto,3
188,33,13,Riverine Pump irrigation,13: Riverine Pump irrigation,40,Hiraan,20,Hiiraan,Jalalaqsi,2003,,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",3121.57617262,Jalalaqsi,3
194,35,14,Riverine gravity irrigation,14: Riverine gravity irrigation,40,Hiraan,20,Hiiraan,Jalalaqsi,2003,,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",3121.57617262,Jalalaqsi,3
195,35,14,Riverine gravity irrigation,14: Riverine gravity irrigation,41,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Jowhar,2101,Jawhar,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4633.74952726,Jowhar,3
196,35,14,Riverine gravity irrigation,14: Riverine gravity irrigation,43,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Balcad,2103,Balad,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4229.44106984,Balcad,3
197,35,14,Riverine gravity irrigation,14: Riverine gravity irrigation,45,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Marka,2301,Merka,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",1065.13081049,Marka,3
198,35,14,Riverine gravity irrigation,14: Riverine gravity irrigation,46,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Afgooye,2302,Afgoi,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3952.8826525,Afgooye,3
199,35,14,Riverine gravity irrigation,14: Riverine gravity irrigation,47,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Baraawe,2303,Barawe,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3289.97620388,Baraawe,3
200,35,14,Riverine gravity irrigation,14: Riverine gravity irrigation,48,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Kurtunwaarey,2304,Kuntuwaaray,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",2544.53672574,Kurtunwaarey,3
202,35,14,Riverine gravity irrigation,14: Riverine gravity irrigation,50,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Sablaale,2306,Sablale,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",5992.4764392,Sablaale,3
203,35,14,Riverine gravity irrigation,14: Riverine gravity irrigation,68,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Jilib,2702,,,5249.06866019,Jilib,2
204,36,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,40,Hiraan,20,Hiiraan,Jalalaqsi,2003,,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",3121.57617262,Jalalaqsi,2
205,36,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,41,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Jowhar,2101,Jawhar,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4633.74952726,Jowhar,3
206,36,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,43,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Balcad,2103,Balad,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4229.44106984,Balcad,3
207,36,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,46,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Afgooye,2302,Afgoi,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3952.8826525,Afgooye,2
208,36,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,49,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Qoryooley,2305,Qoryoley,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3211.1961645,Qoryooley,2
209,36,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,51,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Wanla Weyn,2307,Wanla Weyne,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",5707.66598633,Wanla Weyn,2
210,36,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,53,Bay,24,,Buur Hakaba,2402,"Buur Xakaba, Bur Hacaba","Bay region now includes Bardaale district (2405), but no boundary exists as yet for this district",18017.4725076,Buur Hakaba,2
211,37,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,41,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Jowhar,2101,Jawhar,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4633.74952726,Jowhar,3
212,37,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,43,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Balcad,2103,Balad,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4229.44106984,Balcad,3
214,37,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,46,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Afgooye,2302,Afgoi,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3952.8826525,Afgooye,2
215,38,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,50,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Sablaale,2306,Sablale,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",5992.4764392,Sablaale,2
216,38,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,52,Bay,24,,Baydhaba,2401,"Baydhabo, Baidoa","Bay region now includes Bardaale district (2405), but no boundary exists as yet for this district",12907.3488546,Baydhaba,4
218,38,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,54,Bay,24,,Diinsoor,2403,"Dinsor, Diinsor","Bay region now includes Bardaale district (2405), but no boundary exists as yet for this district",9738.08839842,Diinsoor,4
223,38,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,67,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Bu'aale,2701,,,5494.49970777,Bu'aale,3
230,39,16,Bay Bakool Low Potential Agropastoral,16: Bay Bakool Low Potential Agropastoral,54,Bay,24,,Diinsoor,2403,"Dinsor, Diinsor","Bay region now includes Bardaale district (2405), but no boundary exists as yet for this district",9738.08839842,Diinsoor,4
224,38,15,Sorghum High Potential Agropastoral,15: Sorghum High Potential Agropastoral,69,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Saakow,2703,Sakow,,8061.89926992,Saakow,3
227,39,16,Bay Bakool Low Potential Agropastoral,16: Bay Bakool Low Potential Agropastoral,51,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Wanla Weyn,2307,Wanla Weyne,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",5707.66598633,Wanla Weyn,2
228,39,16,Bay Bakool Low Potential Agropastoral,16: Bay Bakool Low Potential Agropastoral,52,Bay,24,,Baydhaba,2401,"Baydhabo, Baidoa","Bay region now includes Bardaale district (2405), but no boundary exists as yet for this district",12907.3488546,Baydhaba,4
229,39,16,Bay Bakool Low Potential Agropastoral,16: Bay Bakool Low Potential Agropastoral,53,Bay,24,,Buur Hakaba,2402,"Buur Xakaba, Bur Hacaba","Bay region now includes Bardaale district (2405), but no boundary exists as yet for this district",18017.4725076,Buur Hakaba,4
231,39,16,Bay Bakool Low Potential Agropastoral,16: Bay Bakool Low Potential Agropastoral,55,Bay,24,,Qansax Dheere,2404,Qansah Dere,"Bay region now includes Bardaale district (2405), but no boundary exists as yet for this district",3268.60038171,Qansax Dheere,4
232,39,16,Bay Bakool Low Potential Agropastoral,16: Bay Bakool Low Potential Agropastoral,56,Bakool,25,,Xudur,2501,Hudur,,5428.8994266,Xudur,4
233,39,16,Bay Bakool Low Potential Agropastoral,16: Bay Bakool Low Potential Agropastoral,58,Bakool,25,,Tayeeglow,2503,"Tiyeeglow, Tayeglow, Tieglow",,6591.59150532,Tayeeglow,4
234,39,16,Bay Bakool Low Potential Agropastoral,16: Bay Bakool Low Potential Agropastoral,59,Bakool,25,,Waajid,2504,Wajid,,2803.44631824,Waajid,4
237,41,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",72,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Badhaadhe,2803,Badhadhe,,9648.30172684,Badhaadhe,3
238,42,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,3
239,43,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,3
241,45,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,3
242,46,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,3
243,46,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",72,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Badhaadhe,2803,Badhadhe,,9648.30172684,Badhaadhe,3
244,47,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",45,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Marka,2301,Merka,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",1065.13081049,Marka,3
245,47,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",47,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Baraawe,2303,Barawe,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3289.97620388,Baraawe,3
246,47,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",48,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Kurtunwaarey,2304,Kuntuwaaray,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",2544.53672574,Kurtunwaarey,3
247,47,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",50,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Sablaale,2306,Sablale,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",5992.4764392,Sablaale,3
248,47,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",68,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Jilib,2702,,,5249.06866019,Jilib,3
250,47,17,"Southern Rainfed - Maize, Cattle & Goats","17: Southern Rainfed - Maize, Cattle & Goats",73,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Jamaame,2804,Jamame,,2151.26291293,Jamaame,3
251,48,18,Juba Pastoral -  Cattle & Goats,18: Juba Pastoral -  Cattle & Goats,70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,3
252,48,18,Juba Pastoral -  Cattle & Goats,18: Juba Pastoral -  Cattle & Goats,72,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Badhaadhe,2803,Badhadhe,,9648.30172684,Badhaadhe,3
253,49,18,Juba Pastoral -  Cattle & Goats,18: Juba Pastoral -  Cattle & Goats,70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.88026761,Kismaayo,3
254,49,18,Juba Pastoral -  Cattle & Goats,18: Juba Pastoral -  Cattle & Goats,71,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Afmadow,2802,,,26880.7483834,Afmadow,3
258,50,18,Juba Pastoral -  Cattle & Goats,18: Juba Pastoral -  Cattle & Goats,68,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Jilib,2702,,,5249.06866019,Jilib,3
259,51,19,Urban,19: Urban,0,Banadir,22,Banaadir,Banadir,22,,"Xamar Weyne(01), Hodan(02), Wardhiigleey(03), Boondheere(04), Xamar Jabjab(05), Waaberi(06), Wadajir(07), Kaaraan(08), Yaaqshiid(09), Shibis(10), Cabdulcasiis(11), Hawl Wadaag(12), Shangaani(13), Heliwaa(14), Dharkenley(15), Dayniile(16)",236.315432204,Banadir,
261,51,19,Urban,19: Urban,46,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Afgooye,2302,Afgoi,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3952.8826525,Afgooye,2
262,22,11,"Southern Inland Pastoral – Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral – Camels, Goat/Sheep, Cattle",64,Gedo,26,,Ceel Waaq,2604,"Ceel Waq, El Wak, El Waq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",7850.27188471,Ceel Waaq,2
263,26,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",64,Gedo,26,,Ceel Waaq,2604,"Ceel Waq, El Wak, El Waq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",7850.27188471,Ceel Waaq,2
